Label,Value,Volume (µm³),Center_X,Center_Y,Center_Z
50,3057.68,3057.68,5.06539,17.9436,0.500513
21,3382.46,3382.46,-1.87496,6.56335,0.125949


Volume HeatMap results for mesh 1
Signal range: 3057.68-3382.46 µm³
