Label,Value,Area (µm²),Center_X,Center_Y,Center_Z
45,1611.93,1611.93,-5.95478,-7.14272,-0.316116
111,1626.35,1626.35,8.68691,-4.91834,0.520428


Area HeatMap results for mesh 1
Signal range: 1611.93-1626.35 µm²
