Mesh ID,Cross-section type,Pressure (MPa),Aspect Ratio,Pore Area (um^2)
2_7,circular,0.3,[np.float64(1.5756631819693678)],4012.274176650737
2_7,circular,0.7,[np.float64(1.612428973954142)],4115.556911717702
2_7,circular,0.6,[np.float64(3.271488912254166)],4089.4740121253517
2_7,circular,0.4,[np.float64(1.5769637510425998)],4037.831652944358
2_7,circular,0.5,[np.float64(3.1797687778889134)],4063.5635908927215
2_7,circular,0.8,[np.float64(3.141676338390539)],4141.832292810979
2_7,circular,0.9,[np.float64(3.073900169271555)],4168.2760275620685
2_7,circular,1.8,[np.float64(1.5765223362847471)],4414.890662573625
2_7,circular,1.9,[np.float64(1.7025204871768314)],4443.28087475695
2_7,oval,1.0,[np.float64(1.5197267294736003)],3592.2335766697097
2_7,oval,1.1,[np.float64(1.5240497377372313)],3612.833698829394
2_7,oval,1.3,[np.float64(1.5307066798370166)],3654.4711859460954
2_7,oval,1.2,[np.float64(1.5276581138669836)],3633.5852855795156
2_7,oval,1.6,[np.float64(1.5781926013158554)],3717.996233810782
2_7,oval,1.7,[np.float64(1.5798581786396007)],3739.4479363724695
2_7,oval,1.5,[np.float64(1.5762729696439473)],3696.6759211574586
2_7,oval,1.4,[np.float64(1.5331988306078894)],3675.502739616024
2_7,oval,0.3,[np.float64(1.3808436537134403)],3452.132071134601
2_7,oval,0.2,[np.float64(1.3397216259727216)],3432.754432079251
2_7,oval,2.0,[np.float64(1.6272083919912326)],3804.643195186117
2_7,oval,0.0,[np.float64(1.1295439758433152)],3394.4970182295515
2_7,oval,0.1,[np.float64(1.2723689227391857)],3413.5469790292514
2_7,oval,0.5,[np.float64(1.441897942030381)],3491.397150587458
2_7,oval,0.4,[np.float64(1.395301066210611)],3471.6936931448477
2_7,oval,0.6,[np.float64(1.4538640111767673)],3511.2427445477433
2_7,oval,0.7,[np.float64(1.4632043098731304)],3531.2726991712066
2_7,oval,0.9,[np.float64(1.4672414398013776)],3571.7689949849546
2_7,oval,0.8,[np.float64(1.4707159427596606)],3551.4479157173737
2_7,oval,1.9,[np.float64(1.626178495318839)],3782.75913906882
2_7,oval,1.8,[np.float64(1.5813098996872246)],3761.022223310524
3_2,circular,0.9,[np.float64(1.1789837859492969)],4973.999433362688
3_2,circular,0.8,[np.float64(1.292576553025226)],4937.887049214709
3_2,circular,1.9,[np.float64(1.1148903673456603)],5351.894645579572
3_2,circular,1.8,[np.float64(1.2775598581139767)],5312.735398012372
3_2,circular,1.0,[np.float64(1.2461657258554573)],5010.410027879502
3_2,circular,1.1,[np.float64(1.2715700167654795)],5047.121602960949
3_2,circular,1.3,[np.float64(1.282228792681403)],5121.457114095992
3_2,circular,1.2,[np.float64(1.2982452754234899)],5084.134564660508
3_2,circular,1.6,[np.float64(1.240047694907122)],5235.272657819684
3_2,circular,1.7,[np.float64(1.2507471783487567)],5273.802529611428
3_2,circular,1.5,[np.float64(1.2394448837911471)],5197.001807938121
3_2,circular,1.4,[np.float64(1.274233703601726)],5159.029385014758
3_2,circular,0.3,[np.float64(1.3142319542896628)],4761.669748859902
3_2,circular,0.2,[np.float64(1.0557621624867668)],4727.270302186826
3_2,circular,2.0,[np.float64(0.9517932936953709)],5391.428319470646
3_2,circular,0.0,[np.float64(1.0001106523280185)],4659.280350290208
3_2,circular,0.1,[np.float64(1.3183440693533104)],4693.140114548114
3_2,circular,0.5,[np.float64(0.9550673560422654)],4831.3027048571585
3_2,circular,0.4,[np.float64(0.9567117381809246)],4796.346933268696
3_2,circular,0.6,[np.float64(1.2199186537574338)],4866.54390321815
3_2,circular,0.7,[np.float64(1.3081837094921585)],4902.069920902459
3_2,oval,1.8,[np.float64(1.3421680036433248)],4690.220937051311
3_2,oval,1.9,[np.float64(1.3482947400498468)],4722.28818504509
3_2,oval,0.8,[np.float64(1.3758143820554158)],4383.075204554104
3_2,oval,0.9,[np.float64(1.365467131873817)],4412.6993401670825
3_2,oval,0.1,[np.float64(1.1221817425942184)],4182.658233891515
3_2,oval,0.0,[np.float64(1.2282551033014313)],4155.047679758554
3_2,oval,2.0,[np.float64(1.3671897282315777)],4754.60040537139
3_2,oval,0.2,[np.float64(1.0692195792676893)],4210.512041247237
3_2,oval,0.3,[np.float64(1.0612720068588004)],4238.646961270235
3_2,oval,0.7,[np.float64(1.4102237127957944)],4353.701567190136
3_2,oval,0.6,[np.float64(1.334954052928655)],4324.571171679812
3_2,oval,0.4,[np.float64(1.05858625212003)],4267.038649971094
3_2,oval,0.5,[np.float64(1.406704566116023)],4295.69018182101
3_2,oval,1.2,[np.float64(1.0069059597850432)],4503.013545944019
3_2,oval,1.3,[np.float64(1.3415881436063457)],4533.6032678381025
3_2,oval,1.1,[np.float64(1.327458959725653)],4472.668682860018
3_2,oval,1.0,[np.float64(1.0139293448958968)],4442.563257588566
3_2,oval,1.4,[np.float64(1.8142395283340242)],4564.440356907169
3_2,oval,1.5,[np.float64(1.38212132099644)],4595.507197168254
3_2,oval,1.7,[np.float64(1.3475189548422433)],4658.408156597296
3_2,oval,1.6,[np.float64(1.3559378630737715)],4626.829646320923
3_4,circular,1.6,[np.float64(1.245967743059329)],5113.667672475353
3_4,circular,1.7,[np.float64(1.2464869198970636)],5150.5601294024655
3_4,circular,1.5,[np.float64(1.220432335808443)],5077.0705854373555
3_4,circular,1.4,[np.float64(1.1975927420523083)],5040.766045398341
3_4,circular,1.0,[np.float64(1.2247243101022347)],4898.428440152369
3_4,circular,1.1,[np.float64(1.2255047220034803)],4933.585587748583
3_4,circular,1.3,[np.float64(1.2118357036181724)],5004.751893098725
3_4,circular,1.2,[np.float64(1.254680572203272)],4969.025996663437
3_4,circular,0.5,[np.float64(1.18948805970347)],4726.786450186965
3_4,circular,0.4,[np.float64(1.2704051032915051)],4693.263662205662
3_4,circular,0.6,[np.float64(1.3008892278522075)],4760.572353391506
3_4,circular,0.7,[np.float64(1.269160488127661)],4794.626903569544
3_4,circular,0.3,[np.float64(1.1164925834474577)],4660.002929693465
3_4,circular,2.0,[np.float64(1.2478589617578626)],5263.02964783385
3_4,circular,0.2,[np.float64(1.1490405364585423)],4626.999186164598
3_4,circular,0.0,[np.float64(1.0946417513375022)],4561.75122552588
3_4,circular,0.1,[np.float64(1.050113674345826)],4594.2489299161925
3_4,circular,0.9,[np.float64(1.2471317614239814)],4863.551510915817
3_4,circular,0.8,[np.float64(1.2152719724520376)],4828.951935258481
3_4,circular,1.9,[np.float64(1.247432634358912)],5225.238815584125
3_4,circular,1.8,[np.float64(1.238208786797827)],5187.750011156511
3_4,oval,1.9,[np.float64(0.9679654791037514)],4964.556703607998
3_4,oval,1.8,[np.float64(1.1534300177033638)],4930.029005031617
3_4,oval,0.9,[np.float64(1.295855336500519)],4631.136379403162
3_4,oval,0.8,[np.float64(1.2934434669977337)],4599.2089962395075
3_4,oval,0.6,[np.float64(1.3214987619532974)],4536.10101849072
3_4,oval,0.7,[np.float64(1.3132106710066778)],4567.5313190645675
3_4,oval,0.5,[np.float64(1.3199595685879515)],4504.916925396863
3_4,oval,0.4,[np.float64(1.320355668787425)],4473.977257088684
3_4,oval,0.0,[np.float64(1.0091000661774672)],4352.648943440926
3_4,oval,0.1,[np.float64(1.3695120250887516)],4382.616918820624
3_4,oval,0.3,[np.float64(1.3431230516903012)],4443.281612954198
3_4,oval,2.0,[np.float64(1.2343012083857883)],4999.354385267956
3_4,oval,0.2,[np.float64(1.3483925468449955)],4412.827663568724
3_4,oval,1.5,[np.float64(1.1838012660179655)],4828.048992920702
3_4,oval,1.4,[np.float64(1.1757206244898406)],4794.583613178784
3_4,oval,1.6,[np.float64(1.1926911013525159)],4861.777131455806
3_4,oval,1.7,[np.float64(1.262137035443243)],4895.769732046614
3_4,oval,1.3,[np.float64(1.2709203724413758)],4761.379744383669
3_4,oval,1.2,[np.float64(1.2859133541696028)],4728.434685953617
3_4,oval,1.0,[np.float64(0.9739461787189981)],4663.314871645928
3_4,oval,1.1,[np.float64(1.1575769961251259)],4695.747100989826
3_6,circular,0.8,[np.float64(2.0816990592619713)],5506.242632135762
3_6,circular,0.9,[np.float64(2.077717695965177)],5547.541425793848
3_6,circular,1.8,[np.float64(1.5747508824987624)],5935.15232026628
3_6,circular,1.9,[np.float64(2.243916282739639)],5980.046935870499
3_6,circular,1.4,[np.float64(2.4144959177335785)],5759.277011121187
3_6,circular,1.5,[np.float64(5.770702774760518)],5802.6959585902605
3_6,circular,1.7,[np.float64(1.5798479916142687)],5890.630774758877
3_6,circular,1.6,[np.float64(2.2684743899764563)],5846.479194717153
3_6,circular,1.2,[np.float64(2.4278857571230046)],5673.521044679152
3_6,circular,1.3,[np.float64(2.421049798557764)],5716.21984602605
3_6,circular,1.1,[np.float64(2.5002639850221278)],5631.177493520388
3_6,circular,1.0,[np.float64(2.058233325271414)],5589.185715732423
3_6,circular,0.7,[np.float64(1.6015500547874963)],5465.284030029646
3_6,circular,0.6,[np.float64(1.6005437984161128)],5424.661640563003
3_6,circular,0.4,[np.float64(2.627931118965178)],5344.408355441808
3_6,circular,0.5,[np.float64(2.6170573209489425)],5384.371588192617
3_6,circular,0.1,[np.float64(2.5477303747344924)],5226.430713744002
3_6,circular,0.0,[np.float64(1.881913262179806)],5187.726495591069
3_6,circular,2.0,[np.float64(2.2386792898490984)],6025.31754293981
3_6,circular,0.2,[np.float64(2.6323602365584406)],5265.444078990354
3_6,circular,0.3,[np.float64(2.6400232471192884)],5304.7674287726195
3_6,oval,1.3,[np.float64(2.0536414916815744)],4981.822079772481
3_6,oval,1.2,[np.float64(2.5109451358778476)],4947.788501099433
3_6,oval,1.0,[np.float64(2.582393633840231)],4880.522655432834
3_6,oval,1.1,[np.float64(1.7025627718914698)],4914.0221798352595
3_6,oval,1.5,[np.float64(2.4729444995279204)],5050.696219370503
3_6,oval,1.4,[np.float64(2.482169681696113)],5016.124168282542
3_6,oval,1.6,[np.float64(2.038353766730406)],5085.538545722103
3_6,oval,1.7,[np.float64(5.589593334063141)],5120.6534428808645
3_6,oval,0.0,[np.float64(1.4852612391401072)],4560.69465913429
3_6,oval,0.1,[np.float64(1.6956311868945284)],4591.343608786051
3_6,oval,0.3,[np.float64(1.8364777535162395)],4653.577635382092
3_6,oval,0.2,[np.float64(1.7651382507010906)],4622.304563863619
3_6,oval,2.0,[np.float64(1.648151059780658)],5227.6436640179
3_6,oval,0.6,[np.float64(1.7244820920931216)],4749.195860948425
3_6,oval,0.7,[np.float64(5.2357040429019595)],4781.625098587646
3_6,oval,0.5,[np.float64(1.8598376899000306)],4717.039094536593
3_6,oval,0.4,[np.float64(1.8586293845028101)],4685.162099356007
3_6,oval,0.9,[np.float64(2.5847990218918278)],4847.289964936806
3_6,oval,0.8,[np.float64(2.599360526812584)],4814.323814461778
3_6,oval,1.9,[np.float64(1.6485427197078524)],5191.704629950877
3_6,oval,1.8,[np.float64(2.3826984067343537)],5156.041551923589
3_7,oval,0.0,[np.float64(1.132716439656588)],3660.5075261330076
