Label,Value,Area (µm²),Center_X,Center_Y,Center_Z
362,1462.85,1462.85,37.502,-9.51579,-5.64552
259,1317.49,1317.49,24.2426,-5.8613,-5.06987


Area HeatMap results for mesh 1
Signal range: 1317.49-1462.85 µm²
