Label,Value,Area (µm²),Center_X,Center_Y,Center_Z
80,1611.64,1611.64,5.71788,9.94536,3.19908
54,1577.11,1577.11,1.37963,-4.01355,3.6038


Area HeatMap results for mesh 1
Signal range: 1577.11-1611.64 µm²
