Label,Value,Volume (µm³),Center_X,Center_Y,Center_Z
80,3754.82,3754.82,5.64148,10.2984,3.25896
54,3657.4,3657.4,1.33682,-4.36373,3.71081


Volume HeatMap results for mesh 1
Signal range: 3657.4-3754.82 µm³
