section_idx,aspect_ratio,area_polygon,area_ellipse,major_axis_length,minor_axis_length
5,0.782694459573371,109.17103906751387,112.1514494005182,5.285957156170907,6.753538486847297
7,0.77658572556578,112.66976668792469,115.5754586573338,5.345059920496149,6.882768694469649
9,0.8320944992691981,118.13281467350703,120.26280341542854,5.643870638288571,6.782727975302567
11,0.9234587722028356,129.90881750341106,132.29400800505732,6.235968407140802,6.752838994929257
13,1.0513489990774159,147.46419610845703,149.8525332431054,7.081586445158001,6.735714259843557
15,1.1425653985340358,162.58728325143,163.04332426454235,7.700467784236935,6.739629778844161
17,1.2266356024914915,174.8152475635581,175.3712160243238,8.27488569187416,6.746001563191672
19,1.2441815555834579,182.57819660800016,182.89679128611792,8.510792187460407,6.840474486433998
21,1.2289852941825727,182.5027742118267,182.9020049258923,8.45877824830931,6.8827334943299245
23,1.2171403039315756,182.1931448040548,182.11776662195837,8.39985024485848,6.901299889359919
25,1.2063707063913036,178.03277592476766,177.86747177778346,8.264445520385667,6.85066827020995
27,1.2199585019342793,177.0309910417445,177.1766532755091,8.294702987044648,6.799168147025622
29,1.2189658916391781,174.3537189800891,174.31021615443808,8.223984084554413,6.7466892560015665
31,1.1847485574700525,165.92756659413917,165.9405028839609,7.910689871555577,6.677104455352366
33,1.1460162226486785,159.2836218659296,159.64357439499685,7.631258549885517,6.658944610965553
35,1.0601948140451798,148.41705524573163,148.68127978751036,7.083469801703352,6.681290747571505
37,0.9203120111701381,136.58441012856937,137.98919168297832,6.357921244790004,6.908441015244574
39,0.7865054968910145,123.71819252869396,124.74963740624793,5.588504317323658,7.105486661459473
41,0.674560973074476,109.82629779736911,111.65445443009392,4.896364000814786,7.258593657588007
44,0.6677284419887288,82.93658793034484,86.91070407534953,4.297952737860411,6.436677648565643
