section_idx,aspect_ratio,area_polygon,area_ellipse,major_axis_length,minor_axis_length
5,0.658102106315691,111.98355689185804,113.08343857156969,4.867110506966503,7.3956768414166945
7,0.6919862883158702,114.71095547301461,115.50726465524379,5.044039255697917,7.289218501675672
9,0.7666363377822711,121.87448083922094,123.14361453111216,5.481831882064558,7.150498367873384
11,0.8673477244733193,129.52268702596643,130.76464876656473,6.0085110082425235,6.927453475353359
13,0.9801955063004459,138.64785617718059,139.15224427910155,6.589106464695721,6.7222369643021525
15,0.8525416716275522,153.37535948344004,154.91767474332894,6.483855934221554,7.60532434953413
17,1.2618715717615696,160.96453682131954,162.87509547941735,8.08835088798835,6.409805141023211
19,1.3192961348559824,164.53167574660046,165.9154627560492,8.347177332885847,6.326992941427093
21,1.3841608518912036,165.21834119529407,165.90234057640106,8.549576471764603,6.176721773400225
23,1.4117748135758639,165.48709164552366,166.1082631009602,8.639794186985219,6.119810400287288
25,1.392762332925271,166.41631698230657,167.07775329770425,8.606426880921303,6.179393768386098
27,1.3063711262425497,169.31525136924947,170.498446698527,8.420125478753885,6.44543140123762
29,1.2674441546475566,169.60301606942141,170.8440435751966,8.302127542238686,6.55029060791029
31,1.2240957885883779,167.357858799477,168.64753586464198,8.106301742857694,6.62227729106547
33,1.166562258017056,160.75674234459126,161.4727508514082,7.743345659433427,6.637747455155722
35,1.0866433496659909,152.37187919216694,153.63746329239208,7.289825639299325,6.708572450694194
37,0.8916721989971708,143.0924181424229,144.29559096058105,6.399620299910493,7.177099731389965
39,0.8052590162239163,133.05486817169512,135.19133820497785,5.886637534001742,7.310241072004166
41,0.7282819753108007,122.13854758846057,126.05693216320338,5.40577805812926,7.42264430727164
44,0.6659374160620603,108.00395636693165,111.26729846827013,4.856524050672575,7.292763454246253
