section_idx,aspect_ratio,area_polygon,area_ellipse,major_axis_length,minor_axis_length
5,0.7423930048650311,98.57025151806059,100.88057655128804,4.882539630416715,6.576758668819048
7,0.7174010837166878,106.27100739660273,109.31737829612231,4.9963250133727195,6.964479322344935
9,0.7525382898107045,115.04135470038568,117.22969899451982,5.299174118400505,7.041733543861899
11,0.8275719852767357,122.00897251529472,123.97169328849127,5.7146445238463075,6.905314130389951
13,0.843506799994095,129.1607310510779,131.63500766006817,5.945043807816327,7.0480093436803894
15,1.1590264330093492,147.28758713217533,149.0017272817869,7.414252724964043,6.396966034427135
17,1.2546944694222992,160.68682527002593,161.74941087733,8.037396793144405,6.4058597443607725
19,1.354387465593596,165.76354550897196,166.3789721218237,8.469265449826075,6.253207198808648
21,1.4349530567934872,163.89979027059496,164.36084983676835,8.664491890803701,6.038170969972477
23,1.4603682240692348,158.65923762539046,158.64830705791368,8.587642803968578,5.88046402436749
25,1.4438588292143135,157.76076417403505,157.7493768821655,8.514737355854809,5.897209050893269
27,1.4456666415195696,159.71572300074536,160.14652698763334,8.584557343338105,5.938130615170523
29,1.4615444941088473,161.48330694574446,162.24875898708797,8.688039286343246,5.944423396867322
31,1.414591363057149,160.66377221629352,161.46911631229412,8.52678473336173,6.027737024305054
33,1.296286584555277,159.18040876393056,160.46644316150255,8.137063217001996,6.277210081437058
35,0.8336707795009711,153.15921312096089,155.05432924802102,6.414522040776734,7.694310750121789
37,0.8780885080147968,140.18844015557158,142.82583328918162,6.318261457797676,7.19547221052027
39,0.8249103582785517,126.32325154985392,129.86473243437183,5.839478377825771,7.078924781611149
41,0.8326310056646277,110.2803965058382,116.07123007022855,5.546431410724823,6.661331818045279
44,0.8015455236194026,87.76936248422322,93.3437621662874,4.880134713424565,6.08840617235085
