section_idx,aspect_ratio,area_polygon,area_ellipse,major_axis_length,minor_axis_length
5,0.678033085110108,119.33311972124636,122.64169425320966,5.144812804540601,7.587849203118338
7,0.6824077525221369,126.14906632558055,128.27359379085664,5.278562533093739,7.735203056507634
9,0.7201261786693522,136.16221897248414,138.61634692401222,5.636851424034809,7.827588540734031
11,0.7993908309185496,143.57423793426156,145.96813001954885,6.094438054417902,7.6238528373099
13,0.8438518291475405,157.07473134626622,158.5052843659181,6.524992765940072,7.732391565153829
15,1.2093669778362728,173.11989584493764,173.83216561668848,8.180299169020607,6.7641165328131505
17,1.2576770138401534,184.8154836053791,185.210896871401,8.610787918678588,6.8465812954525305
19,1.2933116163314113,185.27725078487612,186.41351520331352,8.760226815377331,6.773484985951384
21,1.3342977914013936,183.03045278401555,184.10584910786838,8.842707109553007,6.627236563335416
23,1.3135247281164917,185.2975901977661,185.96162829949535,8.817710991862189,6.7130148394740985
25,1.2626416163774092,185.24905282123288,186.18675110852826,8.650465935065297,6.851085710198573
27,1.2387675402735503,182.83777633737856,184.02992300042817,8.51852092039916,6.8766097297948745
29,1.24780061737692,178.9316327123068,180.07048150448736,8.45705051457332,6.777565579628752
31,1.1826852635977605,176.25713282233306,176.57332239616844,8.153089330747504,6.8937100864397225
33,0.8826137373267258,173.05557384815748,174.70349401731733,7.005855902016206,7.937623906960311
35,1.0694477448501436,160.7783254932794,162.95676154867644,7.4480235438072295,6.964364158672272
37,0.900561627134352,146.85392348300215,148.51919457060194,6.52488820766369,7.24535446666357
39,0.7896974084750753,134.46180178847345,135.8077917389323,5.8427561852234176,7.398727819692255
41,0.7132250835984305,119.61963339922174,121.83707706211952,5.259301928254346,7.373972185217631
44,0.6651056840050561,101.59105009311075,106.12537333635186,4.7400181959876155,7.126714310190112
