section_idx,aspect_ratio,area_polygon,area_ellipse,major_axis_length,minor_axis_length
5,0.6349330908994006,101.04694287235924,107.91330971912662,4.670103986874457,7.355269482425499
7,0.6394825394455139,108.81422496754533,115.29265503336418,4.844402609171938,7.575504115206101
9,0.6617806097053981,115.63314517080367,120.93884711620846,5.047368288713923,7.626951008674667
11,0.7149145730289884,120.18620226069919,122.96929716539002,5.289936807027469,7.399397084066675
13,0.8375889036246574,130.00447261434732,132.92129220851547,5.953026263542754,7.107336591711153
15,1.1417715199524843,143.13899124978633,146.14227969963352,7.287903365486176,6.382978764253524
17,1.2843989408583116,150.5498130915288,150.8604286811014,7.853490120953039,6.114525534959466
19,1.3549520603849554,160.6924860082152,162.84364769424855,8.380548417476081,6.185125409599425
21,1.3596917764028558,160.175853509913,161.57285974358214,8.36237241914998,6.150197099281666
23,1.314796823973147,143.1736323078784,144.8080286394656,7.784858219339059,5.9209590998358355
25,1.3401158803477258,141.93913892210603,147.32161298662842,7.927376283472646,5.915440895615456
27,1.3794987622624113,150.39989430633608,154.61220826156435,8.239628151795472,5.972914494161838
29,1.3976182905457808,161.87733832275208,164.32455634431207,8.550088020115298,6.117613140835774
31,1.4283528521685531,159.69947679307677,160.51835427436853,8.542896918407253,5.980942947981839
33,1.3965712397490402,153.96868669360282,155.41379542153499,8.311920755208439,5.951662556578257
35,1.2920313056022381,146.46540455949372,146.76030897986755,7.769013760656104,6.0130228477976635
37,0.8274871754146502,136.6898992508444,138.36515583533662,6.036970696390922,7.295545932014985
39,0.8106158918243163,128.42665597139677,130.69429222048296,5.807121745715351,7.163839007209991
41,0.7610735214432642,124.49473991256323,126.31877361185322,5.531874518228577,7.268515277917157
44,0.7521540502555389,126.93640598199572,129.70479176044918,5.57258207026489,7.408830768606038
