section_idx,aspect_ratio,area_polygon,area_ellipse,major_axis_length,minor_axis_length
5,0.7199263005384553,132.69419813244963,135.20585664029156,5.566302899900269,7.731767676409457
7,0.6858611807509448,133.84011307456848,137.36088857059977,5.476142248146868,7.984330359900346
9,0.7072898642816593,142.3354236240628,145.46624301668018,5.72275155575495,8.091097928523428
11,0.7735136023572062,155.865677164692,158.00117867461964,6.237193313724872,8.063456537438569
13,0.9046478737766318,166.29208992716508,166.7974497614412,6.930419927783764,7.660903351103179
15,1.099632591391445,169.96385244164284,171.56206157650337,7.7492468134509895,7.047123624851191
17,1.2041447407223862,162.72013781912796,162.87483586335304,7.901169994118566,6.561644731661182
19,1.257667673512906,152.23934378856575,152.69916750512837,7.818552332543528,6.216707717949702
21,1.3466806938161706,144.01905833658844,144.55763265160533,7.871869656571409,5.845386878061209
23,1.3677331170810096,144.1579342411758,145.4334640926801,7.957156858831091,5.817770118642082
25,1.3531218432897931,153.79257183635468,154.03776543136672,8.145300685426898,6.019635796894344
27,1.32074863298456,161.96960226546287,162.62119825199966,8.268442811680453,6.260421252904007
29,1.30125588527679,168.84826994039486,170.3994150902763,8.401183424940493,6.456211664436376
31,1.2951603828843035,171.31413109865548,173.15630561191017,8.449013325405428,6.523526689868012
33,1.1159517500709422,174.32439032340093,175.6924927876769,7.8999505870746605,7.0791148332107126
35,0.9460176788180494,166.97257422892545,168.0276335087,7.113200417143724,7.5190988249087765
37,0.8536585871725082,154.3076371005136,158.31243766605468,6.558804536820954,7.683170573548678
39,0.7541853056499763,140.0150519876858,145.1538625093135,5.903076280563272,7.827090021961975
41,0.7047827570874248,125.2478498582683,129.6332461146154,5.39275756715477,7.6516593417251055
44,0.6652271651140188,111.96371242757724,116.80591203338405,4.9732748790795265,7.4760550078064165
