section_idx,aspect_ratio,area_polygon,area_ellipse,major_axis_length,minor_axis_length
5,0.7360872255177057,114.09701859737197,114.94765635223189,5.189670258745136,7.050346859497706
7,0.7754126936628661,120.81857432968427,121.56953891539908,5.477771366392248,7.064330273620556
9,0.8267615824176308,127.64972481963784,128.2568640952278,5.809724201809514,7.027085347653209
11,0.9311388288187922,132.48496939222673,133.8340671897027,6.298188004380791,6.763962375374719
13,0.9148656484323229,133.95094000449222,134.45430940952357,6.257359217336004,6.839648234752682
15,1.2355366626602005,136.5482144195753,137.72613145036786,7.359716011185783,5.956695769221269
17,1.3140095773081641,138.14219634372517,139.56190449887364,7.640253572652964,5.814458056161608
19,1.3565802777380416,139.83317832166944,141.69340259439687,7.822086744684507,5.766033070838265
21,1.3697472821054675,143.399831692286,146.23081785272473,7.984812855962368,5.829405876745923
23,1.2940099982338915,143.4416322095143,144.8946768107449,7.725384339543554,5.970111784365978
25,1.2283096287800157,138.07045946990388,139.45374708311056,7.384040769195955,6.011546760021695
27,0.8643003813080276,134.11540064800536,137.0127395966123,6.139569091641216,7.103513112362192
29,1.1481118076635255,129.72430698151626,131.9150337983373,6.943273966415532,6.047559061817768
31,0.8847158603639428,133.92418714600421,136.53383731072896,6.200791353641878,7.00879415803745
33,0.8825415589162735,138.19253824552993,140.59493657916326,6.284597762868513,7.121021893389081
35,1.03987873616948,141.4022710940173,143.41011174493016,6.889794993019694,6.625575418917685
37,0.9644042387482549,143.52475815649353,143.75302847034638,6.642982683026819,6.888172424095787
39,0.8601989558485899,145.12509698337084,146.08863305705668,6.324595167696448,7.352479475468798
41,0.7780478806696364,139.23533106999656,140.48761707814012,5.898576941554325,7.581251858790032
44,0.6795251074390298,113.52790663275822,116.5201797258878,5.020285207052306,7.387931883742426
