section_idx,aspect_ratio,area_polygon,area_ellipse,major_axis_length,minor_axis_length
5,0.6216099955081233,136.7099062347458,137.9388510401804,5.224291008374774,8.404451418295286
7,0.6549787055265448,141.28508103803227,143.12945395781725,5.462647303667005,8.340190692574533
9,0.7397937786450792,145.40079415368794,146.20450906238852,5.8676038442749325,7.931404688238063
11,0.8472195702081171,143.3576520508937,144.65563125322225,6.245838143871442,7.372159902228379
13,0.9812884127216847,135.5124593352101,138.22142356207746,6.570691539032649,6.695984028597965
15,1.1957845940852736,128.44732766717016,129.33824197459927,7.016410945066622,5.867621124884863
17,1.351777119031292,127.81913462500773,128.35731379426966,7.431695707705278,5.497722666759566
19,1.4540910801742275,126.62446581648773,127.39593757255763,7.678893750856353,5.280889110423727
21,1.3885660007780243,114.88653486592983,115.45897034728823,7.143682882268791,5.144647700048921
23,1.4097432850496445,106.6795581994603,107.59331304320769,6.948446552665459,4.928873665406938
25,1.4746038672665995,105.07649573516971,107.16954164607662,7.092485140288282,4.809756231980642
27,1.4938984213050657,108.57493521125431,110.06494362459989,7.234526395951869,4.842716407472876
29,1.4779330797613381,117.21104710166111,120.51930615423854,7.529753515544126,5.094786508709892
31,1.3970320957806528,130.76954482150109,131.8761023913307,7.657928499125275,5.4815694802244845
33,1.240922837293576,138.06072354879245,138.3076818214307,7.3912961438663025,5.95628988502343
35,1.0630796803124574,138.0414404196181,137.79641564882056,6.828525454557962,6.423343029706806
37,0.9081637906323103,132.61647888386398,132.54803095662876,6.190044839884087,6.816000487725082
39,0.7966843975147031,123.33037796843877,123.89015507124908,5.605141979913282,7.035586484935318
41,0.7314479759476632,113.66349898065084,113.47220319217362,5.139981176346786,7.027131587434406
44,0.6493779104764261,104.69991297647358,106.34590657307893,4.688503108436505,7.2199916763363765
