section_idx,aspect_ratio,area_polygon,area_ellipse,major_axis_length,minor_axis_length
5,0.7174554462581065,108.70282578179301,114.8235439940973,5.120802256455341,7.137449834917161
7,0.7524800230525253,116.85106374920528,120.3368848649294,5.36873457517919,7.134720405467079
9,0.8471213263202845,122.7888639088277,126.9618182590723,5.851058469293671,6.906989928714732
11,0.970238188418376,128.41048394614177,129.6319135622288,6.327326011786792,6.5214151404421825
13,1.1396738494529604,141.3487347356231,142.53159858261412,7.1906960787289025,6.30943324897769
15,1.2538553514392765,151.22622145293923,151.87842257676894,7.785684871639522,6.209396373116312
17,1.2886345010286688,154.92482075192802,155.87553594516427,7.996112962585198,6.205105447822636
19,1.2374266183045115,153.6240599856,155.34145581284028,7.822192077738645,6.321338139999284
21,1.1575001683447024,148.47964286821406,150.3507925705993,7.442836109683229,6.430095055905651
23,1.2225529272323832,142.49139902777836,144.6037569119832,7.501509900290826,6.1359387664898515
25,1.3874068377544218,134.4113276132698,135.52798863303838,7.736445588790338,5.5761910481226336
27,1.3495088777270032,135.322237784731,136.92903821927177,7.669388103412347,5.683095702438064
29,1.358481437122405,135.46213584383065,136.3286125228654,7.677952574454378,5.65186418057957
31,1.2498449481262515,143.05205413637265,143.988913766665,7.568636728881389,6.055660536315464
33,1.2527942409711252,149.27653274775963,149.9095044218288,7.731780603580763,6.171628469162932
35,1.1796213232856392,151.80649887169562,152.71870069417932,7.572555780880154,6.4194802445483585
37,1.0858638894367179,145.93640194607073,146.5432779485524,7.1169794198452845,6.554209499992815
39,0.9273907843281557,132.4766405885783,134.05961043772632,6.290793481940196,6.783325420359374
41,0.8652501743899207,120.71598891912558,123.69742511237887,5.836819202857308,6.745816846523945
44,0.7893027900297025,101.0859098396761,103.2387319875724,5.092935939325505,6.452448925378626
