Mesh ID,Cross-section type,Pressure,Cross section,Aspect Ratio
3_4,circular,1.1,"[[-1.51614e+00 -6.69914e-04]
 [-1.52015e+00  2.87621e-01]
 [-1.53218e+00  5.75654e-01]
 ...
 [-1.55225e+00 -8.64507e-01]
 [-1.53220e+00 -5.76991e-01]
 [-1.52017e+00 -2.88957e-01]]",0.9525574495544389
2_1,oval,1.0,"[[-4.81848e+00  1.54356e-04]
 [-4.82124e+00  1.65414e-01]
 [-4.82955e+00  3.30638e-01]
 ...
 [-4.84342e+00 -4.95480e-01]
 [-4.82956e+00 -3.30328e-01]
 [-4.82125e+00 -1.65104e-01]]",1.0779968095278116
1_8,circular,1.6,"[[-3.43112e+00  1.88751e-07]
 [-3.43503e+00  2.70581e-01]
 [-3.44675e+00  5.40907e-01]
 ...
 [-3.46627e+00 -8.10722e-01]
 [-3.44675e+00 -5.40907e-01]
 [-3.43503e+00 -2.70581e-01]]",0.9569407189792936
1_2,circular,0.7,"[[-2.70761e+00 -2.01501e-06]
 [-2.71163e+00  2.81248e-01]
 [-2.72370e+00  5.62246e-01]
 ...
 [-2.74382e+00 -8.42745e-01]
 [-2.72370e+00 -5.62251e-01]
 [-2.71163e+00 -2.81254e-01]]",0.9581416900925899
1_4,circular,1.9,"[[-2.26154e+00 -6.98685e-07]
 [-2.26554e+00  2.71958e-01]
 [-2.27754e+00  5.43654e-01]
 ...
 [-2.29754e+00 -8.14827e-01]
 [-2.27755e+00 -5.43658e-01]
 [-2.26555e+00 -2.71962e-01]]",0.9594942161146334
1_2,circular,0.5,"[[-2.77539e+00 -2.54079e-06]
 [-2.77936e+00  2.75572e-01]
 [-2.79129e+00  5.50902e-01]
 ...
 [-2.81116e+00 -8.25745e-01]
 [-2.79129e+00 -5.50906e-01]
 [-2.77936e+00 -2.75577e-01]]",0.9624789878339061
1_8,circular,1.4,"[[-3.48357e+00 -4.81052e-07]
 [-3.48741e+00  2.66611e-01]
 [-3.49894e+00  5.32974e-01]
 ...
 [-3.51813e+00 -7.98843e-01]
 [-3.49894e+00 -5.32975e-01]
 [-3.48741e+00 -2.66612e-01]]",0.9571548172201192
3_4,circular,1.3,"[[-1.44126e+00 -6.69797e-04]
 [-1.44537e+00  2.92311e-01]
 [-1.45771e+00  5.85024e-01]
 ...
 [-1.47828e+00 -8.78537e-01]
 [-1.45772e+00 -5.86361e-01]
 [-1.44539e+00 -2.93648e-01]]",0.9528077165937247
2_1,oval,1.2,"[[-4.82054e+00  1.49859e-04]
 [-4.82327e+00  1.67706e-01]
 [-4.83148e+00  3.35234e-01]
 ...
 [-4.84519e+00 -5.02404e-01]
 [-4.83149e+00 -3.34933e-01]
 [-4.82328e+00 -1.67405e-01]]",1.0645659900410627
3_4,oval,1.9,"[[-1.53601e+00 -2.42024e-04]
 [-1.53998e+00  2.80974e-01]
 [-1.55188e+00  5.61975e-01]
 ...
 [-1.57167e+00 -8.43024e-01]
 [-1.55183e+00 -5.62452e-01]
 [-1.53993e+00 -2.81451e-01]]",0.9682773309895585
2_3,circular,1.3,"[[-4.10798e+00  4.88303e-07]
 [-4.11162e+00  2.54031e-01]
 [-4.12253e+00  5.07827e-01]
 ...
 [-4.14071e+00 -7.61154e-01]
 [-4.12253e+00 -5.07826e-01]
 [-4.11162e+00 -2.54030e-01]]",0.9562116913417574
3_6,oval,1.6,"[[-2.48952e+00 -4.64985e-04]
 [-2.49284e+00  2.40034e-01]
 [-2.50280e+00  4.80477e-01]
 ...
 [-2.51944e+00 -7.21741e-01]
 [-2.50280e+00 -4.81415e-01]
 [-2.49282e+00 -2.40973e-01]]",0.9937070837023315
2_7,oval,1.5,"[[-3.02570e+00  1.58946e-05]
 [-3.02838e+00  1.87586e-01]
 [-3.03641e+00  3.75139e-01]
 ...
 [-3.04980e+00 -5.62613e-01]
 [-3.03641e+00 -3.75097e-01]
 [-3.02838e+00 -1.87545e-01]]",1.0123006893938227
1_2,oval,0.8,"[[-3.17438e+00  1.04810e-04]
 [-3.17755e+00  1.83450e-01]
 [-3.18709e+00  3.66815e-01]
 ...
 [-3.20307e+00 -5.50006e-01]
 [-3.18713e+00 -3.66603e-01]
 [-3.17757e+00 -1.83239e-01]]",1.107406622243358
1_6,oval,0.0,"[[-2.71349   0.      ]
 [-2.71738   0.172133]
 [-2.72905   0.344097]
 ...
 [-2.74849  -0.515721]
 [-2.72905  -0.344097]
 [-2.71738  -0.172133]]",1.4409744018335497
1_6,circular,0.1,"[[-2.82152e+00 -1.51600e-05]
 [-2.82534e+00  2.50329e-01]
 [-2.83680e+00  5.00438e-01]
 ...
 [-2.85586e+00 -7.50082e-01]
 [-2.83680e+00 -5.00441e-01]
 [-2.82534e+00 -2.50332e-01]]",0.9758100564208518
1_3,circular,1.7,"[[-2.70966e+00  5.98620e-06]
 [-2.71385e+00  2.95142e-01]
 [-2.72642e+00  5.89995e-01]
 ...
 [-2.74736e+00 -8.84275e-01]
 [-2.72642e+00 -5.89989e-01]
 [-2.71385e+00 -2.95137e-01]]",0.9513109557604792
1_5,oval,0.8,"[[-3.41824e+00  7.10403e-05]
 [-3.42170e+00  2.05059e-01]
 [-3.43209e+00  4.10035e-01]
 ...
 [-3.44940e+00 -6.14833e-01]
 [-3.43208e+00 -4.09885e-01]
 [-3.42169e+00 -2.04910e-01]]",1.0914756291950998
2_7,circular,1.7,"[[-2.32002e+00 -3.62090e-06]
 [-2.32381e+00  2.55063e-01]
 [-2.33517e+00  5.09887e-01]
 ...
 [-2.35409e+00 -7.64227e-01]
 [-2.33517e+00 -5.09888e-01]
 [-2.32381e+00 -2.55064e-01]]",0.9649788277412062
2_7,circular,1.6,"[[-2.34237e+00 -2.93345e-06]
 [-2.34612e+00  2.53434e-01]
 [-2.35739e+00  5.06632e-01]
 ...
 [-2.37616e+00 -7.59350e-01]
 [-2.35739e+00 -5.06632e-01]
 [-2.34612e+00 -2.53435e-01]]",0.9648716242715394
1_3,circular,1.6,"[[-2.74100e+00  5.70954e-06]
 [-2.74515e+00  2.92830e-01]
 [-2.75760e+00  5.85376e-01]
 ...
 [-2.77834e+00 -8.77357e-01]
 [-2.75760e+00 -5.85370e-01]
 [-2.74515e+00 -2.92824e-01]]",0.9513895200090331
1_5,oval,0.9,"[[-3.41564e+00  6.82796e-05]
 [-3.41907e+00  2.06908e-01]
 [-3.42936e+00  4.13741e-01]
 ...
 [-3.44651e+00 -6.20420e-01]
 [-3.42935e+00 -4.13600e-01]
 [-3.41907e+00 -2.06766e-01]]",1.0815025681476798
1_6,circular,0.0,"[[-2.71299   0.      ]
 [-2.71688   0.24791 ]
 [-2.72855   0.495575]
 ...
 [-2.74799  -0.742751]
 [-2.72855  -0.495575]
 [-2.71688  -0.24791 ]]",1.0005568570708177
1_6,oval,0.1,"[[-2.99468e+00  3.40887e-04]
 [-2.99803e+00  1.73504e-01]
 [-3.00806e+00  3.46593e-01]
 ...
 [-3.02468e+00 -5.18989e-01]
 [-3.00799e+00 -3.46046e-01]
 [-2.99798e+00 -1.72956e-01]]",1.166238260088855
1_2,oval,0.9,"[[-3.17628e+00  1.03584e-04]
 [-3.17941e+00  1.85009e-01]
 [-3.18885e+00  3.69942e-01]
 ...
 [-3.20466e+00 -5.54716e-01]
 [-3.18889e+00 -3.69730e-01]
 [-3.17943e+00 -1.84798e-01]]",1.1003494088835506
2_7,oval,1.4,"[[-3.03652e+00  1.66892e-05]
 [-3.03919e+00  1.86452e-01]
 [-3.04721e+00  3.72868e-01]
 ...
 [-3.06057e+00 -5.59204e-01]
 [-3.04720e+00 -3.72826e-01]
 [-3.03919e+00 -1.86410e-01]]",1.0145555117255196
3_6,oval,1.7,"[[-2.46980e+00 -4.65630e-04]
 [-2.47314e+00  2.41708e-01]
 [-2.48316e+00  4.83825e-01]
 ...
 [-2.49990e+00 -7.26762e-01]
 [-2.48316e+00 -4.84764e-01]
 [-2.47312e+00 -2.42648e-01]]",0.9925394125996082
2_3,circular,1.2,"[[-4.13119e+00 -3.75331e-07]
 [-4.13480e+00  2.52104e-01]
 [-4.14563e+00  5.03977e-01]
 ...
 [-4.16367e+00 -7.55389e-01]
 [-4.14563e+00 -5.03977e-01]
 [-4.13480e+00 -2.52104e-01]]",0.9566801956341657
3_4,oval,1.8,"[[-1.56159e+00 -2.42169e-04]
 [-1.56552e+00  2.79006e-01]
 [-1.57731e+00  5.58043e-01]
 ...
 [-1.59693e+00 -8.37134e-01]
 [-1.57727e+00 -5.58520e-01]
 [-1.56548e+00 -2.79484e-01]]",0.9686082792803649
2_1,oval,1.3,"[[-4.82031e+00  1.50906e-04]
 [-4.82303e+00  1.68837e-01]
 [-4.83121e+00  3.37500e-01]
 ...
 [-4.84486e+00 -5.05807e-01]
 [-4.83122e+00 -3.37196e-01]
 [-4.82304e+00 -1.68535e-01]]",1.0590123380488774
3_4,circular,1.2,"[[-1.47800e+00 -6.69844e-04]
 [-1.48206e+00  2.89982e-01]
 [-1.49424e+00  5.80372e-01]
 ...
 [-1.51457e+00 -8.71570e-01]
 [-1.49426e+00 -5.81708e-01]
 [-1.48207e+00 -2.91319e-01]]",0.952671999877322
1_8,circular,1.5,"[[-3.45748e+00  4.42943e-08]
 [-3.46136e+00  2.68604e-01]
 [-3.47298e+00  5.36956e-01]
 ...
 [-3.49234e+00 -8.04805e-01]
 [-3.47298e+00 -5.36956e-01]
 [-3.46136e+00 -2.68604e-01]]",0.9570039151138617
1_2,circular,0.4,"[[-2.80512e+00 -2.26273e-06]
 [-2.80907e+00  2.72678e-01]
 [-2.82095e+00  5.45116e-01]
 ...
 [-2.84073e+00 -8.17073e-01]
 [-2.82095e+00 -5.45121e-01]
 [-2.80907e+00 -2.72683e-01]]",0.9657003133108508
1_4,circular,1.8,"[[-2.28617e+00 -1.25890e-06]
 [-2.29014e+00  2.70111e-01]
 [-2.30204e+00  5.39963e-01]
 ...
 [-2.32187e+00 -8.09300e-01]
 [-2.30204e+00 -5.39968e-01]
 [-2.29014e+00 -2.70115e-01]]",0.9594790991901633
1_3,circular,0.1,"[[-3.15019e+00  1.73894e-07]
 [-3.15403e+00  2.54138e-01]
 [-3.16552e+00  5.08040e-01]
 ...
 [-3.18467e+00 -7.61472e-01]
 [-3.16552e+00 -5.08040e-01]
 [-3.15403e+00 -2.54138e-01]]",0.9855482893667333
1_8,oval,0.9,"[[-3.85401e+00 -2.90808e-06]
 [-3.85737e+00  2.17823e-01]
 [-3.86747e+00  4.35510e-01]
 ...
 [-3.88431e+00 -6.52923e-01]
 [-3.86747e+00 -4.35513e-01]
 [-3.85737e+00 -2.17826e-01]]",1.0178216430802007
2_7,circular,0.1,"[[-2.69983e+00 -7.68546e-06]
 [-2.70332e+00  2.26976e-01]
 [-2.71379e+00  4.53744e-01]
 ...
 [-2.73122e+00 -6.80082e-01]
 [-2.71379e+00 -4.53744e-01]
 [-2.70332e+00 -2.26976e-01]]",0.9766082632044496
2_7,oval,0.3,"[[-3.06188e+00  2.27769e-05]
 [-3.06475e+00  1.73496e-01]
 [-3.07335e+00  3.46911e-01]
 ...
 [-3.08768e+00 -5.20181e-01]
 [-3.07334e+00 -3.46885e-01]
 [-3.06474e+00 -1.73471e-01]]",1.0846841942008567
3_6,oval,0.0,"[[-2.10074   0.      ]
 [-2.10494   0.211278]
 [-2.11755   0.422348]
 ...
 [-2.13855  -0.633001]
 [-2.11755  -0.422348]
 [-2.10494  -0.211278]]",1.2673189311821789
1_6,circular,1.7,"[[-2.35039e+00 -4.61689e-06]
 [-2.35460e+00  2.84648e-01]
 [-2.36725e+00  5.69028e-01]
 ...
 [-2.38832e+00 -8.52866e-01]
 [-2.36725e+00 -5.69032e-01]
 [-2.35460e+00 -2.84651e-01]]",0.9638785943386976
1_6,oval,1.6,"[[-3.27048e+00 -4.03861e-05]
 [-3.27316e+00  1.92287e-01]
 [-3.28120e+00  3.84666e-01]
 ...
 [-3.29461e+00 -5.77209e-01]
 [-3.28119e+00 -3.84731e-01]
 [-3.27315e+00 -1.92352e-01]]",1.0202184234933407
3_2,oval,0.8,"[[-2.03316e+00 -4.12886e-05]
 [-2.03659e+00  2.34570e-01]
 [-2.04686e+00  4.69074e-01]
 ...
 [-2.06400e+00 -7.03439e-01]
 [-2.04687e+00 -4.69151e-01]
 [-2.03659e+00 -2.34646e-01]]",1.024517466781502
2_1,oval,0.4,"[[-4.76240e+00  1.49487e-04]
 [-4.76536e+00  1.58317e-01]
 [-4.77425e+00  3.16409e-01]
 ...
 [-4.78909e+00 -4.74058e-01]
 [-4.77427e+00 -3.16119e-01]
 [-4.76538e+00 -1.58027e-01]]",1.1421201955707723
3_4,circular,0.5,"[[-1.77155e+00 -6.69338e-04]
 [-1.77525e+00  2.72608e-01]
 [-1.78636e+00  5.45661e-01]
 ...
 [-1.80488e+00 -8.19598e-01]
 [-1.78637e+00 -5.46995e-01]
 [-1.77527e+00 -2.73942e-01]]",0.9536736086031862
1_4,oval,1.9,"[[-2.75551e+00  2.37754e-06]
 [-2.75869e+00  2.14592e-01]
 [-2.76823e+00  4.29100e-01]
 ...
 [-2.78413e+00 -6.43432e-01]
 [-2.76823e+00 -4.29089e-01]
 [-2.75869e+00 -2.14582e-01]]",1.0075697371871155
3_2,circular,1.9,"[[-1.19347e+00  6.28289e-06]
 [-1.19801e+00  3.17730e-01]
 [-1.21162e+00  6.35144e-01]
 ...
 [-1.23430e+00 -9.51932e-01]
 [-1.21162e+00 -6.35138e-01]
 [-1.19801e+00 -3.17724e-01]]",0.952433225056301
1_8,circular,0.2,"[[-3.75354e+00 -4.90440e-06]
 [-3.75715e+00  2.40861e-01]
 [-3.76797e+00  4.81505e-01]
 ...
 [-3.78601e+00 -7.21708e-01]
 [-3.76797e+00 -4.81507e-01]
 [-3.75714e+00 -2.40862e-01]]",0.9795452480170321
2_3,circular,0.5,"[[-4.27990e+00 -3.95361e-07]
 [-4.28337e+00  2.37978e-01]
 [-4.29380e+00  4.75742e-01]
 ...
 [-4.31116e+00 -7.13078e-01]
 [-4.29380e+00 -4.75742e-01]
 [-4.28337e+00 -2.37978e-01]]",0.9663589781437473
1_3,oval,1.9,"[[-3.35718e+00  7.86657e-05]
 [-3.36025e+00  2.03237e-01]
 [-3.36950e+00  4.06411e-01]
 ...
 [-3.38494e+00 -6.09462e-01]
 [-3.36951e+00 -4.06257e-01]
 [-3.36026e+00 -2.03083e-01]]",1.036270012532362
1_8,circular,2.0,"[[-3.33252e+00  5.77766e-07]
 [-3.33656e+00  2.78306e-01]
 [-3.34869e+00  5.56342e-01]
 ...
 [-3.36889e+00 -8.33839e-01]
 [-3.34869e+00 -5.56343e-01]
 [-3.33656e+00 -2.78307e-01]]",0.9570416887044338
1_2,circular,1.3,"[[-2.49257e+00  9.65303e-07]
 [-2.49681e+00  2.97214e-01]
 [-2.50952e+00  5.94148e-01]
 ...
 [-2.53070e+00 -8.90529e-01]
 [-2.50952e+00 -5.94151e-01]
 [-2.49681e+00 -2.97216e-01]]",0.9532254289372323
1_2,circular,1.2,"[[-2.52865e+00  6.00583e-07]
 [-2.53285e+00  2.94644e-01]
 [-2.54544e+00  5.89013e-01]
 ...
 [-2.56642e+00 -8.82838e-01]
 [-2.54544e+00 -5.89016e-01]
 [-2.53285e+00 -2.94646e-01]]",0.9535518873582521
1_3,oval,1.8,"[[-3.36497e+00  7.87989e-05]
 [-3.36805e+00  2.01810e-01]
 [-3.37729e+00  4.03556e-01]
 ...
 [-3.39273e+00 -6.05172e-01]
 [-3.37730e+00 -4.03400e-01]
 [-3.36805e+00 -2.01654e-01]]",1.0394631828724163
2_3,circular,0.4,"[[-4.29623e+00 -1.29200e-06]
 [-4.29970e+00  2.35846e-01]
 [-4.31010e+00  4.71480e-01]
 ...
 [-4.32744e+00 -7.06688e-01]
 [-4.31010e+00 -4.71480e-01]
 [-4.29970e+00 -2.35846e-01]]",0.9695592595592462
1_8,circular,0.3,"[[-3.74752e+00 -2.27148e-06]
 [-3.75112e+00  2.43154e-01]
 [-3.76191e+00  4.86090e-01]
 ...
 [-3.77989e+00 -7.28588e-01]
 [-3.76191e+00 -4.86091e-01]
 [-3.75112e+00 -2.43155e-01]]",0.9730695447345142
3_2,circular,1.8,"[[-1.22523e+00  8.42167e-06]
 [-1.22973e+00  3.15388e-01]
 [-1.24320e+00  6.30463e-01]
 ...
 [-1.26566e+00 -9.44916e-01]
 [-1.24320e+00 -6.30453e-01]
 [-1.22973e+00 -3.15378e-01]]",0.952427284057629
3_4,circular,0.4,"[[-1.81511e+00 -6.69152e-04]
 [-1.81877e+00  2.69921e-01]
 [-1.82976e+00  5.40293e-01]
 ...
 [-1.84810e+00 -8.11559e-01]
 [-1.82978e+00 -5.41627e-01]
 [-1.81879e+00 -2.71255e-01]]",0.9548121740415841
1_4,oval,1.8,"[[-2.76698e+00  3.05778e-06]
 [-2.77015e+00  2.13212e-01]
 [-2.77966e+00  4.26338e-01]
 ...
 [-2.79552e+00 -6.39287e-01]
 [-2.77966e+00 -4.26326e-01]
 [-2.77015e+00 -2.13200e-01]]",1.00947966652781
2_1,oval,0.5,"[[-4.77968e+00  1.49886e-04]
 [-4.78260e+00  1.59513e-01]
 [-4.79135e+00  3.18809e-01]
 ...
 [-4.80597e+00 -4.77677e-01]
 [-4.79137e+00 -3.18515e-01]
 [-4.78260e+00 -1.59219e-01]]",1.126879040423709
3_2,oval,0.9,"[[-2.01332e+00 -3.43449e-05]
 [-2.01675e+00  2.36681e-01]
 [-2.02705e+00  4.73289e-01]
 ...
 [-2.04422e+00 -7.09744e-01]
 [-2.02705e+00 -4.73350e-01]
 [-2.01676e+00 -2.36742e-01]]",1.0193299302982404
1_6,oval,1.7,"[[-3.25939e+00 -4.22157e-05]
 [-3.26207e+00  1.93509e-01]
 [-3.27013e+00  3.87112e-01]
 ...
 [-3.28357e+00 -5.80882e-01]
 [-3.27012e+00 -3.87177e-01]
 [-3.26207e+00 -1.93574e-01]]",1.0179951275651278
1_6,circular,1.6,"[[-2.37713e+00 -5.54887e-06]
 [-2.38131e+00  2.82670e-01]
 [-2.39384e+00  5.65077e-01]
 ...
 [-2.41472e+00 -8.46949e-01]
 [-2.39384e+00 -5.65081e-01]
 [-2.38131e+00 -2.82675e-01]]",0.9637467512309122
3_6,oval,0.1,"[[-2.56537e+00 -3.25390e-04]
 [-2.56900e+00  2.12780e-01]
 [-2.57993e+00  4.25764e-01]
 ...
 [-2.59819e+00 -6.39230e-01]
 [-2.57997e+00 -4.26488e-01]
 [-2.56903e+00 -2.13504e-01]]",1.0974392045524044
2_7,oval,0.2,"[[-3.02644e+00  1.67089e-05]
 [-3.02941e+00  1.72310e-01]
 [-3.03832e+00  3.44529e-01]
 ...
 [-3.05316e+00 -5.16609e-01]
 [-3.03832e+00 -3.44540e-01]
 [-3.02941e+00 -1.72322e-01]]",1.0981136305799197
2_7,circular,0.0,"[[-2.60507   0.      ]
 [-2.6086    0.225037]
 [-2.6192    0.449851]
 ...
 [-2.63685  -0.674222]
 [-2.6192   -0.449851]
 [-2.6086   -0.225037]]",1.0002435681264936
1_8,oval,0.8,"[[-3.86330e+00 -6.06950e-07]
 [-3.86667e+00  2.16108e-01]
 [-3.87678e+00  4.32076e-01]
 ...
 [-3.89363e+00 -6.47764e-01]
 [-3.87678e+00 -4.32075e-01]
 [-3.86667e+00 -2.16106e-01]]",1.022816798773571
2_7,oval,2.0,"[[-2.97153e+00  1.52858e-05]
 [-2.97424e+00  1.93155e-01]
 [-2.98239e+00  3.86279e-01]
 ...
 [-2.99598e+00 -5.79328e-01]
 [-2.98238e+00 -3.86238e-01]
 [-2.97424e+00 -1.93114e-01]]",1.0041440037737739
1_3,circular,0.0,"[[-3.11192   0.      ]
 [-3.11586   0.25125 ]
 [-3.12767   0.502252]
 ...
 [-3.14735  -0.752758]
 [-3.12767  -0.502252]
 [-3.11586  -0.25125 ]]",1.0007176031554534
1_3,circular,0.2,"[[-3.14994e+00  3.91928e-07]
 [-3.15375e+00  2.56971e-01]
 [-3.16516e+00  5.13708e-01]
 ...
 [-3.18418e+00 -7.69981e-01]
 [-3.16516e+00 -5.13709e-01]
 [-3.15375e+00 -2.56971e-01]]",0.9767670089335179
2_7,circular,0.2,"[[-2.69676e+00 -6.00788e-06]
 [-2.70018e+00  2.28909e-01]
 [-2.71045e+00  4.57618e-01]
 ...
 [-2.72755e+00 -6.85912e-01]
 [-2.71045e+00 -4.57617e-01]
 [-2.70018e+00 -2.28909e-01]]",0.9713862335552675
2_7,oval,0.0,"[[-2.60507   0.      ]
 [-2.6086    0.170139]
 [-2.6192    0.340109]
 ...
 [-2.63685  -0.509745]
 [-2.6192   -0.340109]
 [-2.6086   -0.170139]]",1.3229894564272224
1_3,circular,2.0,"[[-2.61835e+00  6.08557e-06]
 [-2.62266e+00  3.01940e-01]
 [-2.63559e+00  6.03576e-01]
 ...
 [-2.65714e+00 -9.04613e-01]
 [-2.63559e+00 -6.03571e-01]
 [-2.62266e+00 -3.01935e-01]]",0.9513910193273378
3_6,oval,0.3,"[[-2.68221e+00 -4.53966e-04]
 [-2.68551e+00  2.16577e-01]
 [-2.69544e+00  4.33534e-01]
 ...
 [-2.71200e+00 -6.51268e-01]
 [-2.69544e+00 -4.34462e-01]
 [-2.68550e+00 -2.17505e-01]]",1.0587841052152955
2_6a,oval,0.9,"[[-2.45824e+00  1.43495e-04]
 [-2.46131e+00  1.77229e-01]
 [-2.47054e+00  3.54362e-01]
 ...
 [-2.48593e+00 -5.31325e-01]
 [-2.47053e+00 -3.54101e-01]
 [-2.46131e+00 -1.76968e-01]]",1.1186954121530963
1_6,oval,1.5,"[[-3.28122e+00 -4.08113e-05]
 [-3.28390e+00  1.91056e-01]
 [-3.29193e+00  3.82203e-01]
 ...
 [-3.30532e+00 -5.73513e-01]
 [-3.29192e+00 -3.82269e-01]
 [-3.28389e+00 -1.91122e-01]]",1.0227221461149532
1_6,circular,1.4,"[[-2.43320e+00 -1.17359e-05]
 [-2.43731e+00  2.78662e-01]
 [-2.44961e+00  5.57075e-01]
 ...
 [-2.47011e+00 -8.34980e-01]
 [-2.44961e+00 -5.57092e-01]
 [-2.43731e+00 -2.78680e-01]]",0.9634784174588756
2_3,oval,0.8,"[[-4.60058e+00  7.18357e-05]
 [-4.60351e+00  1.73491e-01]
 [-4.61229e+00  3.46873e-01]
 ...
 [-4.62693e+00 -5.20033e-01]
 [-4.61228e+00 -3.46729e-01]
 [-4.60350e+00 -1.73348e-01]]",1.0878772055077173
2_7,circular,2.0,"[[-2.25649e+00 -3.09839e-06]
 [-2.26037e+00  2.59885e-01]
 [-2.27200e+00  5.19522e-01]
 ...
 [-2.29138e+00 -7.78658e-01]
 [-2.27200e+00 -5.19523e-01]
 [-2.26037e+00 -2.59886e-01]]",0.9654265832823846
3_4,circular,0.6,"[[-1.72698e+00 -6.69604e-04]
 [-1.73072e+00  2.75231e-01]
 [-1.74197e+00  5.50902e-01]
 ...
 [-1.76073e+00 -8.27446e-01]
 [-1.74198e+00 -5.52236e-01]
 [-1.73074e+00 -2.76565e-01]]",0.953021005294017
2_1,oval,0.7,"[[-4.80341e+00  1.55060e-04]
 [-4.80625e+00  1.61889e-01]
 [-4.81479e+00  3.23572e-01]
 ...
 [-4.82905e+00 -4.84842e-01]
 [-4.81481e+00 -3.23264e-01]
 [-4.80626e+00 -1.61582e-01]]",1.107043355714122
1_8,circular,0.1,"[[-3.75512e+00  4.33818e-07]
 [-3.75874e+00  2.38547e-01]
 [-3.76962e+00  4.76871e-01]
 ...
 [-3.78772e+00 -7.14748e-01]
 [-3.76962e+00 -4.76871e-01]
 [-3.75875e+00 -2.38547e-01]]",0.9864453309874758
2_3,circular,0.6,"[[-4.26174e+00 -1.31175e-07]
 [-4.26522e+00  2.40074e-01]
 [-4.27568e+00  4.79933e-01]
 ...
 [-4.29311e+00 -7.19360e-01]
 [-4.27568e+00 -4.79933e-01]
 [-4.26522e+00 -2.40074e-01]]",0.9638639989216651
2_6a,circular,1.8,"[[-1.49804e+00  4.24117e-06]
 [-1.50242e+00  3.10928e-01]
 [-1.51557e+00  6.21539e-01]
 ...
 [-1.53747e+00 -9.31527e-01]
 [-1.51557e+00 -6.21539e-01]
 [-1.50242e+00 -3.10928e-01]]",0.9502580666223656
1_2,circular,1.0,"[[-2.60018e+00 -2.22196e-06]
 [-2.60430e+00  2.89408e-01]
 [-2.61667e+00  5.78554e-01]
 ...
 [-2.63727e+00 -8.67178e-01]
 [-2.61667e+00 -5.78561e-01]
 [-2.60430e+00 -2.89415e-01]]",0.9547023151221246
1_2,circular,1.1,"[[-2.56451e+00 -1.10425e-06]
 [-2.56867e+00  2.92042e-01]
 [-2.58114e+00  5.83817e-01]
 ...
 [-2.60193e+00 -8.75059e-01]
 [-2.58114e+00 -5.83822e-01]
 [-2.56867e+00 -2.92048e-01]]",0.9540341406039589
2_6a,circular,1.9,"[[-1.46354e+00  4.83525e-06]
 [-1.46797e+00  3.13347e-01]
 [-1.48126e+00  6.26372e-01]
 ...
 [-1.50339e+00 -9.38764e-01]
 [-1.48126e+00 -6.26372e-01]
 [-1.46797e+00 -3.13346e-01]]",0.9502144628691854
2_3,circular,0.7,"[[-4.24198e+00 -1.65019e-07]
 [-4.24548e+00  2.42142e-01]
 [-4.25598e+00  4.84066e-01]
 ...
 [-4.27348e+00 -7.25555e-01]
 [-4.25598e+00 -4.84066e-01]
 [-4.24548e+00 -2.42141e-01]]",0.961892233378223
1_8,circular,0.0,"[[-3.71847   0.      ]
 [-3.72217   0.236205]
 [-3.73328   0.472176]
 ...
 [-3.75178  -0.707681]
 [-3.73328  -0.472176]
 [-3.72217  -0.236205]]",1.0008849898801306
2_1,oval,0.6,"[[-4.79317e+00  1.47786e-04]
 [-4.79605e+00  1.60696e-01]
 [-4.80469e+00  3.21186e-01]
 ...
 [-4.81911e+00 -4.81265e-01]
 [-4.80470e+00 -3.20893e-01]
 [-4.79605e+00 -1.60404e-01]]",1.11583741261313
3_4,circular,0.7,"[[-1.68257e+00 -6.69834e-04]
 [-1.68637e+00  2.77799e-01]
 [-1.69776e+00  5.56032e-01]
 ...
 [-1.71677e+00 -8.35128e-01]
 [-1.69778e+00 -5.57367e-01]
 [-1.68638e+00 -2.79134e-01]]",0.9526685833990622
1_6,circular,1.5,"[[-2.40467e+00 -7.05979e-06]
 [-2.40881e+00  2.80676e-01]
 [-2.42124e+00  5.61094e-01]
 ...
 [-2.44193e+00 -8.40988e-01]
 [-2.42123e+00 -5.61102e-01]
 [-2.40881e+00 -2.80684e-01]]",0.9636113604221063
2_3,oval,0.9,"[[-4.60369e+00  7.23012e-05]
 [-4.60659e+00  1.74782e-01]
 [-4.61530e+00  3.49459e-01]
 ...
 [-4.62981e+00 -5.23926e-01]
 [-4.61529e+00 -3.49315e-01]
 [-4.60658e+00 -1.74638e-01]]",1.0786507858642542
1_6,oval,1.4,"[[-3.29176e+00 -4.06856e-05]
 [-3.29444e+00  1.89817e-01]
 [-3.30246e+00  3.79723e-01]
 ...
 [-3.31585e+00 -5.69790e-01]
 [-3.30245e+00 -3.79790e-01]
 [-3.29443e+00 -1.89884e-01]]",1.025510698436691
2_6a,oval,0.8,"[[-2.46003e+00  1.43697e-04]
 [-2.46314e+00  1.75600e-01]
 [-2.47247e+00  3.51095e-01]
 ...
 [-2.48801e+00 -5.26410e-01]
 [-2.47246e+00 -3.50837e-01]
 [-2.46314e+00 -1.75342e-01]]",1.1276347183566107
3_6,oval,0.2,"[[-2.64833e+00 -4.49976e-04]
 [-2.65174e+00  2.14617e-01]
 [-2.66199e+00  4.29595e-01]
 ...
 [-2.67908e+00 -6.45327e-01]
 [-2.66199e+00 -4.30528e-01]
 [-2.65173e+00 -2.15551e-01]]",1.0761996501812467
