Mesh,Pressure,Area_start,Area_end,Width_start,Width_end,Length_start,Length_end,Volume_1_start,Volume_2_start,Volume_1_end,Volume_2_end,Pore_width_start,Pore_width_end,Pore_height_start,Pore_height_end,Min_diameter_start,Min_diameter_end
2_4,0.11,17.42,21.17,0,0,0,0,3237.84,3125.24,3766.93,3730.69,3.3,4.1,6.2,6.3,3.3,4.1
2_4,0.21,17.42,22.24,0,0,0,0,3237.84,3125.24,3861.39,3812.38,3.3,4.3,6.2,6.4,3.3,4.3
2_4,0.31,17.42,22.95,0,0,0,0,3237.84,3125.24,3935.57,3881.66,3.3,4.3,6.2,6.5,3.3,4.3
2_4,0.41,17.42,23.48,0,0,0,0,3237.84,3125.24,4005.11,3941.77,3.3,4.4,6.2,6.5,3.3,4.4
2_4,0.51,17.42,23.91,0,0,0,0,3237.84,3125.24,4066.44,3997.78,3.3,4.5,6.2,6.6,3.3,4.5
2_4,0.61,17.42,24.3,0,0,0,0,3237.84,3125.24,4121.71,4052.55,3.3,4.5,6.2,6.6,3.3,4.5
2_4,0.71,17.42,24.67,0,0,0,0,3237.84,3125.24,4173.65,4104.09,3.3,4.6,6.2,6.7,3.3,4.6
2_4,0.81,17.42,24.9,0,0,0,0,3237.84,3125.24,4224.08,4153.59,3.3,4.6,6.2,6.7,3.3,4.6
2_4,0.91,17.42,25.15,0,0,0,0,3237.84,3125.24,4273.34,4201.85,3.3,4.6,6.2,6.7,3.3,4.6
2_6a,0.01,20.94,25.33,0,0,0,0,3048.1,3228.79,3405.3,3659.35,3,3.9,7,7.3,3,3.9
2_6a,0.11,20.94,29.87,0,0,0,0,3048.1,3228.79,3643.66,3923.03,3,4.4,7,8,3,4.4
2_6a,0.21,20.94,31.24,0,0,0,0,3048.1,3228.79,3733.55,4009.88,3,4.6,7,8.2,3,4.6
2_6a,0.31,20.94,32.23,0,0,0,0,3048.1,3228.79,3802.73,4077.52,3,4.7,7,8.3,3,4.7
2_6a,0.41,20.94,32.97,0,0,0,0,3048.1,3228.79,3862.1,4137.43,3,4.7,7,8.4,3,4.7
2_6a,0.51,20.94,33.7,0,0,0,0,3048.1,3228.79,3916.68,4192.85,3,4.8,7,8.5,3,4.8
2_6a,0.61,20.94,34.26,0,0,0,0,3048.1,3228.79,3967.8,4245.42,3,4.8,7,8.5,3,4.8
2_6a,0.71,20.94,34.64,0,0,0,0,3048.1,3228.79,4015.12,4295.18,3,4.8,7,8.5,3,4.8
2_6a,0.81,20.94,34.94,0,0,0,0,3048.1,3228.79,4061.78,4343.57,3,4.9,7,8.6,3,4.9
2_6a,0.91,20.94,35.35,0,0,0,0,3048.1,3228.79,4107.18,4390.75,3,4.9,7,8.6,3,4.9
2_6b,0.01,13.98,14.94,0,0,0,0,3113.3,2725.99,3398.74,3001.29,3.3,3.7,5.9,5.8,3.3,3.7
2_6b,0.11,13.98,16.09,0,0,0,0,3113.3,2725.99,3631.64,3210.82,3.3,3.8,5.9,5.9,3.3,3.8
2_6b,0.21,13.98,16.69,0,0,0,0,3113.3,2725.99,3716.36,3275.98,3.3,3.9,5.9,5.9,3.3,3.9
2_6b,0.31,13.98,17.14,0,0,0,0,3113.3,2725.99,3783.64,3328.87,3.3,3.9,5.9,6,3.3,3.9
2_6b,0.41,13.98,17.51,0,0,0,0,3113.3,2725.99,3843.45,3373.45,3.3,3.9,5.9,5.9,3.3,3.9
2_6b,0.51,13.98,17.82,0,0,0,0,3113.3,2725.99,3896.82,3416.17,3.3,3.9,5.9,6.1,3.3,3.9
2_6b,0.61,13.98,18.04,0,0,0,0,3113.3,2725.99,3947.44,3456.27,3.3,3.9,5.9,6.1,3.3,3.9
2_6b,0.71,13.98,18.22,0,0,0,0,3113.3,2725.99,3995.37,3494.94,3.3,3.9,5.9,6.1,3.3,3.9
2_6b,0.81,13.98,18.3,0,0,0,0,3113.3,2725.99,4041.93,3532.46,3.3,3.9,5.9,6.1,3.3,3.9
