Mesh ID,Cross-section type,Pressure (MPa),Aspect Ratio,Pore Area (um^2)
3_2,circular,0.8,[np.float64(1.292576553025226)],20.314600000000002
3_2,circular,1.9,[np.float64(1.1148903673456603)],14.5983
3_2,circular,1.8,[np.float64(1.2775598581139767)],15.0202
3_2,circular,1.0,[np.float64(1.2461657258554573)],19.0711
3_2,circular,1.1,[np.float64(1.2715700167654795)],18.486
3_2,circular,1.3,[np.float64(1.282228792681403)],17.396800000000002
3_2,circular,1.2,[np.float64(1.2982452754234899)],17.936500000000002
3_2,circular,1.6,[np.float64(1.240047694907122)],15.918500000000002
3_2,circular,1.7,[np.float64(1.2507471783487567)],15.4501
3_2,circular,1.5,[np.float64(1.2394448837911471)],16.3923
3_2,circular,1.4,[np.float64(1.274233703601726)],16.8841
3_2,circular,0.3,[np.float64(1.3142319542896628)],23.5257
3_2,circular,0.2,[np.float64(1.0557621624867668)],23.970100000000002
3_2,circular,2.0,[np.float64(0.9517932936953709)],14.1789
3_2,circular,0.0,[np.float64(1.0001106523280185)],21.2485
3_2,circular,0.1,[np.float64(1.3183440693533104)],24.0691
3_2,circular,0.5,[np.float64(0.9550673560422654)],22.277000000000005
3_2,circular,0.4,[np.float64(0.9567117381809246)],22.9227
3_2,circular,0.6,[np.float64(1.2199186537574338)],21.596999999999998
3_2,circular,0.7,[np.float64(1.3081837094921585)],20.9509
3_2,oval,1.8,[np.float64(1.3421680036433248)],24.1448
3_2,oval,1.9,[np.float64(1.3482947400498468)],23.8958
3_2,oval,0.8,[np.float64(1.3758143820554158)],26.7954
3_2,oval,0.9,[np.float64(1.365467131873817)],26.553600000000003
3_2,oval,0.1,[np.float64(1.1221817425942184)],26.250700000000002
3_2,oval,0.0,[np.float64(1.2282551033014313)],21.2485
3_2,oval,2.0,[np.float64(1.3671897282315777)],23.6298
3_2,oval,0.2,[np.float64(1.0692195792676893)],27.1077
3_2,oval,0.3,[np.float64(1.0612720068588004)],27.3829
3_2,oval,0.7,[np.float64(1.4102237127957944)],27.034000000000002
3_2,oval,0.6,[np.float64(1.334954052928655)],27.2233
3_2,oval,0.4,[np.float64(1.05858625212003)],27.4533
3_2,oval,0.5,[np.float64(1.406704566116023)],27.373
3_2,oval,1.2,[np.float64(1.0069059597850432)],25.7668
3_2,oval,1.3,[np.float64(1.3415881436063457)],25.4833
3_2,oval,1.1,[np.float64(1.327458959725653)],26.0339
3_2,oval,1.0,[np.float64(1.0139293448958968)],26.305500000000002
3_2,oval,1.4,[np.float64(1.8142395283340242)],25.236
3_2,oval,1.5,[np.float64(1.38212132099644)],24.943600000000004
3_2,oval,1.7,[np.float64(1.3475189548422433)],24.414500000000004
3_2,oval,1.6,[np.float64(1.3559378630737715)],24.6771
3_4,circular,1.6,[np.float64(1.245967743059329)],18.0763
3_4,circular,1.7,[np.float64(1.2464869198970636)],17.5942
3_4,circular,1.5,[np.float64(1.220432335808443)],18.5655
3_4,circular,1.4,[np.float64(1.1975927420523083)],19.0836
3_4,circular,1.0,[np.float64(1.2247243101022347)],21.4051
3_4,circular,1.1,[np.float64(1.2255047220034803)],20.794800000000002
3_4,circular,1.3,[np.float64(1.2118357036181724)],19.6408
3_4,circular,1.2,[np.float64(1.254680572203272)],20.201800000000002
3_4,circular,0.5,[np.float64(1.18948805970347)],24.8248
3_4,circular,0.4,[np.float64(1.2704051032915051)],25.542400000000004
3_4,circular,0.6,[np.float64(1.3008892278522075)],24.1032
3_4,circular,0.7,[np.float64(1.269160488127661)],23.4029
3_4,circular,0.3,[np.float64(1.1164925834474577)],26.210300000000004
3_4,circular,2.0,[np.float64(1.2478589617578626)],16.2673
3_4,circular,0.2,[np.float64(1.1490405364585423)],26.7168
3_4,circular,0.0,[np.float64(1.0946417513375022)],23.2073
3_4,circular,0.1,[np.float64(1.050113674345826)],26.810100000000002
3_4,circular,0.9,[np.float64(1.2471317614239814)],22.0489
3_4,circular,0.8,[np.float64(1.2152719724520376)],22.7082
3_4,circular,1.9,[np.float64(1.247432634358912)],16.686200000000003
3_4,circular,1.8,[np.float64(1.238208786797827)],17.1328
3_4,oval,1.9,[np.float64(0.9679654791037514)],21.6752
3_4,oval,1.8,[np.float64(1.1534300177033638)],22.062400000000004
3_4,oval,0.9,[np.float64(1.295855336500519)],26.081500000000002
3_4,oval,0.8,[np.float64(1.2934434669977337)],26.595
3_4,oval,0.6,[np.float64(1.3214987619532974)],27.5594
3_4,oval,0.7,[np.float64(1.3132106710066778)],27.0744
3_4,oval,0.5,[np.float64(1.3199595685879515)],28.018200000000004
3_4,oval,0.4,[np.float64(1.320355668787425)],28.4019
3_4,oval,0.0,[np.float64(1.0091000661774672)],23.2073
3_4,oval,0.1,[np.float64(1.3695120250887516)],28.149
3_4,oval,0.3,[np.float64(1.3431230516903012)],28.6692
3_4,oval,2.0,[np.float64(1.2343012083857883)],21.3048
3_4,oval,0.2,[np.float64(1.3483925468449955)],28.701900000000002
3_4,oval,1.5,[np.float64(1.1838012660179655)],23.2821
3_4,oval,1.4,[np.float64(1.1757206244898406)],23.734
3_4,oval,1.6,[np.float64(1.1926911013525159)],22.863899999999997
3_4,oval,1.7,[np.float64(1.262137035443243)],22.452600000000004
3_4,oval,1.3,[np.float64(1.2709203724413758)],24.1708
3_4,oval,1.2,[np.float64(1.2859133541696028)],24.6353
3_4,oval,1.0,[np.float64(0.9739461787189981)],25.596300000000003
3_4,oval,1.1,[np.float64(1.1575769961251259)],25.1123
3_6,circular,0.8,[np.float64(2.0816990592619713)],36.5469
3_6,circular,0.9,[np.float64(2.077717695965177)],35.6595
3_6,circular,1.8,[np.float64(1.5747508824987624)],29.3425
3_6,circular,1.9,[np.float64(2.243916282739639)],28.784299999999998
3_6,circular,1.4,[np.float64(2.4144959177335785)],31.828200000000002
3_6,circular,1.5,[np.float64(5.770702774760518)],31.176
3_6,circular,1.7,[np.float64(1.5798479916142687)],29.939700000000002
3_6,circular,1.6,[np.float64(2.2684743899764563)],30.5359
3_6,circular,1.2,[np.float64(2.4278857571230046)],33.2756
3_6,circular,1.3,[np.float64(2.421049798557764)],32.5406
3_6,circular,1.1,[np.float64(2.5002639850221278)],34.0315
3_6,circular,1.0,[np.float64(2.058233325271414)],34.819300000000005
3_6,circular,0.7,[np.float64(1.6015500547874963)],37.4362
3_6,circular,0.6,[np.float64(1.6005437984161128)],38.4061
3_6,circular,0.4,[np.float64(2.627931118965178)],40.3434
3_6,circular,0.5,[np.float64(2.6170573209489425)],39.372400000000006
3_6,circular,0.1,[np.float64(2.5477303747344924)],42.2734
3_6,circular,0.0,[np.float64(1.881913262179806)],37.5268
3_6,circular,2.0,[np.float64(2.2386792898490984)],28.2481
3_6,circular,0.2,[np.float64(2.6323602365584406)],42.012
3_6,circular,0.3,[np.float64(2.6400232471192884)],41.271499999999996
3_6,oval,1.3,[np.float64(2.0536414916815744)],49.41310000000001
3_6,oval,1.2,[np.float64(2.5109451358778476)],49.7682
3_6,oval,1.0,[np.float64(2.582393633840231)],50.523
3_6,oval,1.1,[np.float64(1.7025627718914698)],50.1739
3_6,oval,1.5,[np.float64(2.4729444995279204)],48.65440000000001
3_6,oval,1.4,[np.float64(2.482169681696113)],49.04650000000001
3_6,oval,1.6,[np.float64(2.038353766730406)],48.3137
3_6,oval,1.7,[np.float64(5.589593334063141)],47.9246
3_6,oval,0.0,[np.float64(1.4852612391401072)],37.5268
3_6,oval,0.1,[np.float64(1.6956311868945284)],48.495000000000005
3_6,oval,0.3,[np.float64(1.8364777535162395)],51.29390000000001
3_6,oval,0.2,[np.float64(1.7651382507010906)],50.415
3_6,oval,2.0,[np.float64(1.648151059780658)],46.903400000000005
3_6,oval,0.6,[np.float64(1.7244820920931216)],51.6757
3_6,oval,0.7,[np.float64(5.2357040429019595)],51.456
3_6,oval,0.5,[np.float64(1.8598376899000306)],51.755900000000004
3_6,oval,0.4,[np.float64(1.8586293845028101)],51.6685
3_6,oval,0.9,[np.float64(2.5847990218918278)],50.88810000000001
3_6,oval,0.8,[np.float64(2.599360526812584)],51.19690000000001
3_6,oval,1.9,[np.float64(1.6485427197078524)],47.2575
3_6,oval,1.8,[np.float64(2.3826984067343537)],47.5803
3_7,oval,0.0,[np.float64(1.132716439656588)],22.5638
