Mesh ID,Cross-section type,Pressure (MPa),Aspect Ratio,Pore Area (um^2)
idealised_final_3_6,circular,1.0,[np.float64(1.0472985398601695)],40.504000000000005
idealised_final_1_4,oval,0.9,[np.float64(1.086565324412252)],47.3935
idealised_final_1_5,oval,0.0,[np.float64(1.4560644539511551)],49.6223
idealised_final_2_3,circular,1.5,[np.float64(0.9426894772033475)],72.3742
idealised_final_3_6,circular,1.6,[np.float64(1.0653587769598425)],39.925000000000004
idealised_final_3_4,circular,1.9,[np.float64(1.0809660934647713)],24.593200000000003
idealised_final_1_3,circular,0.0,[np.float64(1.0046178339959766)],45.098800000000004
idealised_final_3_6,circular,0.1,[np.float64(0.9837700064597992)],39.2959
idealised_final_1_8,circular,0.2,[np.float64(0.9858524924503977)],66.0928
idealised_final_2_7,circular,0.2,[np.float64(0.9981328818563323)],51.28980000000001
idealised_final_1_5,oval,0.4,[np.float64(1.234989844031095)],54.2638
idealised_final_3_6,circular,0.2,[np.float64(0.9950792559051935)],40.0148
idealised_final_1_3,oval,0.1,[np.float64(1.36218895684536)],46.360299999999995
idealised_final_3_7,circular,2.0,[np.float64(1.0803367090536566)],24.0127
idealised_final_3_6,circular,1.1,[np.float64(1.0510835970594992)],40.4219
idealised_final_2_3,oval,1.1,[np.float64(1.106332109643389)],81.592
idealised_final_3_4,oval,1.0,[np.float64(1.0020195789042006)],26.7861
idealised_final_1_8,oval,2.0,[np.float64(0.9966430130842624)],69.2432
idealised_final_1_5,oval,0.2,[np.float64(1.30643000955419)],52.746300000000005
idealised_final_2_7,oval,0.0,[np.float64(1.3445642116950407)],49.6499
idealised_final_2_7,circular,0.4,[np.float64(0.9835438829988823)],51.732
idealised_final_1_4,circular,1.0,[np.float64(0.9506219084467786)],43.4058
idealised_final_2_1,circular,0.6,[np.float64(0.9664010799451876)],72.96690000000001
idealised_final_1_4,oval,1.1,[np.float64(1.0701612087134513)],47.625
idealised_final_2_6a,circular,0.2,[np.float64(0.9849921380069107)],21.186700000000002
idealised_final_2_6a,circular,1.1,[np.float64(0.9334572848910406)],20.494600000000002
idealised_final_3_6,oval,1.6,[np.float64(1.2161378455597958)],59.381400000000006
idealised_final_1_6,circular,0.1,[np.float64(1.0051732125101305)],54.8001
idealised_final_2_7,circular,2.0,[np.float64(1.0674194223590645)],51.1967
idealised_final_3_2,circular,1.6,[np.float64(1.0807596868524856)],22.332200000000004
idealised_final_3_6,circular,0.9,[np.float64(1.0431051483343197)],40.5829
idealised_final_1_8,oval,1.9,[np.float64(0.9992030260505773)],69.2353
idealised_final_1_3,oval,0.3,[np.float64(1.2685515606696103)],47.8812
idealised_final_3_6,oval,1.8,[np.float64(1.196621806248519)],60.057300000000005
idealised_final_3_4,oval,1.7,[np.float64(1.0311670213546762)],26.524
