Mesh,Pressure,Area_start,Area_end,Width_start,Width_end,Length_start,Length_end, Volume_1_start, Volume_2_start, Volume_1_end, Volume_2_end
1_3,0.5,40.49,74.7,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4248.16,4470.38
1_3,0.51,40.49,75.05,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4253.37,4477.31
1_3,0.52,40.49,75.33,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4259.05,4483.79
1_3,0.53,40.49,75.62,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4264.71,4490.33
1_3,0.54,40.49,75.88,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4270.34,4496.94
1_3,0.55,40.49,76.16,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4276.29,4503.31
1_3,0.56,40.49,76.43,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4281.98,4509.75
1_3,0.57,40.49,76.68,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4287.61,4516.09
1_3,0.58,40.49,76.99,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4293.2,4522.46
1_3,0.59,40.49,77.29,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4298.8,4528.87
1_3,0.6,40.49,77.52,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4304.4,4535.37
1_3,0.61,40.49,77.82,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4309.99,4541.79
1_3,0.62,40.49,78,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4315.47,4548.18
1_3,0.63,40.49,78.33,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4320.71,4554.57
1_3,0.64,40.49,78.62,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4326.22,4560.84
1_3,0.65,40.49,78.86,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4331.74,4567.13
1_3,0.66,40.49,79.1,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4337.27,4573.43
1_3,0.67,40.49,79.36,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4343.06,4579.1
1_3,0.68,40.49,79.55,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4348.55,4585.28
1_3,0.69,40.49,79.84,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4354.04,4591.56
1_3,0.7,40.49,80.15,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4359.51,4597.72
1_3,0.71,40.49,80.33,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4364.97,4603.88
1_3,0.72,40.49,80.52,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4370.41,4610.01
1_3,0.73,40.49,80.8,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4375.84,4616.12
1_3,0.74,40.49,80.98,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4381.24,4622.26
1_3,0.75,40.49,81.23,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4386.63,4628.33
1_3,0.76,40.49,81.46,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4392.01,4634.46
1_3,0.77,40.49,81.77,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4397.4,4640.52
1_3,0.78,40.49,82.03,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4402.81,4646.54
1_3,0.79,40.49,82.24,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4408.2,4652.62
1_3,0.8,40.49,82.44,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4413.68,4658.71
1_3,0.81,40.49,82.65,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4419,4664.77
1_3,0.82,40.49,82.91,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4424.33,4670.85
1_3,0.83,40.49,83.18,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4429.65,4676.92
1_3,0.839999,40.49,83.32,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4434.85,4683.02
1_3,0.849999,40.49,83.55,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4440.16,4689.09
1_3,0.859999,40.49,83.77,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4445.48,4695.12
1_3,0.869999,40.49,83.91,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4450.82,4701.12
1_3,0.879999,40.49,84.14,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4456.11,4707.08
1_3,0.889999,40.49,84.45,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4461.37,4713.05
1_3,0.899999,40.49,84.7,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4466.65,4719
1_3,0.909999,40.49,84.91,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4471.92,4724.94
1_3,0.919999,40.49,85.08,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4477.18,4730.88
1_3,0.929999,40.49,85.27,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4482.45,4736.82
1_3,0.939999,40.49,85.44,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4487.69,4742.78
1_3,0.949999,40.49,85.7,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4492.95,4748.69
1_3,0.959999,40.49,85.95,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4498.2,4754.6
1_3,0.969999,40.49,86.16,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4503.45,4760.5
1_3,0.979999,40.49,86.37,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4508.7,4766.39
1_3,0.989999,40.49,86.6,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4513.94,4772.28
1_3,0.999999,40.49,86.79,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4519.19,4778.18
1_4,0.01,40.54,47.56,4.90748,4.90748,14.314,14.314,3463.16,3596.71,3760.45,3903.07
1_4,0.02,40.54,49.67,4.90748,4.90748,14.314,14.314,3463.16,3596.71,3838.52,3966.54
1_4,0.03,40.54,51.25,4.90748,4.90748,14.314,14.314,3463.16,3596.71,3868.57,4015.74
1_4,0.04,40.54,52.56,4.90748,4.90748,14.314,14.314,3463.16,3596.71,3893.77,4042.33
1_4,0.05,40.54,53.74,4.90748,4.90748,14.314,14.314,3463.16,3596.71,3913.72,4063.87
1_4,0.06,40.54,54.79,4.90748,4.90748,14.314,14.314,3463.16,3596.71,3930.61,4080.83
1_4,0.07,40.54,55.64,4.90748,4.90748,14.314,14.314,3463.16,3596.71,3944.28,4095.96
1_4,0.08,40.54,56.48,4.90748,4.90748,14.314,14.314,3463.16,3596.71,3959.93,4111
1_4,0.09,40.54,57.29,4.90748,4.90748,14.314,14.314,3463.16,3596.71,3970.44,4125.24
1_4,0.1,40.54,58,4.90748,4.90748,14.314,14.314,3463.16,3596.71,3980.91,4138.04
1_4,0.11,40.54,58.78,4.90748,4.90748,14.314,14.314,3463.16,3596.71,3990.82,4149.61
1_4,0.12,40.54,59.38,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4000.4,4160.44
1_4,0.13,40.54,60.03,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4008.2,4172.37
1_4,0.14,40.54,60.67,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4016.68,4182.62
1_4,0.15,40.54,61.19,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4024.73,4192.93
1_4,0.16,40.54,61.76,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4030.54,4204.9
1_4,0.17,40.54,62.33,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4036.76,4216.3
1_4,0.18,40.54,62.88,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4043.17,4227.1
1_4,0.19,40.54,63.38,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4052.11,4234.94
1_4,0.2,40.54,63.78,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4059.52,4243.76
